date,production
07/07/2023,346758
06/30/2023,347159
06/23/2023,348617
06/16/2023,349968
06/09/2023,351687
06/02/2023,353569
05/26/2023,355436
05/19/2023,357954
05/12/2023,359586
05/05/2023,362014
04/28/2023,364938
04/21/2023,366942
04/14/2023,367963
04/7/2023,369575
03/31/2023,371175
03/24/2023,371579
03/17/2023,371579
03/10/2023,371579
03/3/2023,371579
02/24/2023,371579
02/17/2023,371579
02/10/2023,371579
02/3/2023,371579
01/27/2023,371579
01/20/2023,371579
01/13/2023,371579
01/6/2023,371580
12/30/2022,372380
12/23/2022,375128
12/16/2022,378624
12/9/2022,382271
12/2/2022,387019
11/25/2022,389116
11/18/2022,390518
11/11/2022,392119
11/4/2022,396219
10/28/2022,399792
10/21/2022,401718
10/14/2022,405135
10/7/2022,408699
09/30/2022,416389
09/23/2022,422583
09/16/2022,427158
09/9/2022,434057
09/2/2022,442471
08/26/2022,449998
08/19/2022,453065
08/12/2022,461156
08/5/2022,464558
07/29/2022,469855
07/22/2022,474545
07/15/2022,480149
07/8/2022,485147
07/1/2022,492028
06/24/2022,497868
06/17/2022,504818
06/10/2022,511612
06/3/2022,519323
05/27/2022,526592
05/20/2022,532013
05/13/2022,537984
05/6/2022,542994
04/29/2022,549985
04/22/2022,553070
04/15/2022,555980
04/8/2022,560681
04/1/2022,564580
03/25/2022,568322
03/18/2022,571323
03/11/2022,575513
03/4/2022,577496
02/25/2022,580020
02/18/2022,582384
02/11/2022,584828
02/4/2022,587515
01/28/2022,588912
01/21/2022,590782
01/14/2022,592034
01/7/2022,593382
12/31/2021,593682
12/24/2021,595028
12/17/2021,596381
12/10/2021,598917
12/3/2021,600867
11/26/2021,602556
11/19/2021,604505
11/12/2021,606147
11/5/2021,609396
10/29/2021,612541
10/22/2021,614186
10/15/2021,615276
10/8/2021,616970
10/1/2021,617770
09/24/2021,618689
09/17/2021,619569
09/10/2021,620773
09/3/2021,621302
08/27/2021,621302
08/20/2021,621302
08/13/2021,621302
08/6/2021,621304
07/30/2021,621304
07/23/2021,621304
07/16/2021,621304
07/9/2021,621304
07/2/2021,621304
06/25/2021,622487
06/18/2021,623888
06/11/2021,625593
06/4/2021,626484
05/28/2021,627833
05/21/2021,628481
05/14/2021,630127
05/7/2021,632028
04/30/2021,633427
04/23/2021,634475
04/16/2021,635924
04/9/2021,636667
04/2/2021,637773
03/26/2021,637773
03/19/2021,637773
03/12/2021,637773
03/5/2021,637773
02/26/2021,637773
02/19/2021,637773
02/12/2021,637773
02/5/2021,637921
01/29/2021,638086
01/22/2021,638086
01/15/2021,638085
01/8/2021,638085
01/1/2021,638085
12/25/2020,638085
12/18/2020,638085
12/11/2020,638086
12/4/2020,638085
11/27/2020,638190
11/20/2020,638190
11/13/2020,638301
11/6/2020,638706
10/30/2020,639270
10/23/2020,639423
10/16/2020,640081
10/9/2020,640847
10/2/2020,642006
09/25/2020,643151
09/18/2020,644952
09/11/2020,645733
09/4/2020,647860
08/28/2020,648165
08/21/2020,649465
08/14/2020,651228
08/7/2020,653899
07/31/2020,656141
07/24/2020,656147
07/17/2020,656147
07/10/2020,656149
07/3/2020,656023
06/26/2020,655413
06/19/2020,653721
06/12/2020,651730
06/5/2020,649999
05/29/2020,647779
05/22/2020,643759
05/15/2020,641648
05/8/2020,639766
05/1/2020,637833
04/24/2020,636117
04/17/2020,634967
04/10/2020,634967
04/3/2020,634967
03/27/2020,634967
03/20/2020,634967
03/13/2020,634967
03/6/2020,634967
02/28/2020,634967
02/21/2020,634967
02/14/2020,634967
02/7/2020,634967
01/31/2020,634967
01/24/2020,634967
01/17/2020,634967
01/10/2020,634967
01/3/2020,634967
12/27/2019,634967
12/20/2019,634967
12/13/2019,634967
12/6/2019,634968
11/29/2019,635166
11/22/2019,636170
11/15/2019,637537
11/8/2019,639509
11/1/2019,640952
10/25/2019,641652
10/18/2019,642350
10/11/2019,643349
10/4/2019,644618
09/27/2019,644818
09/20/2019,644818
09/13/2019,644818
09/6/2019,644818
08/30/2019,644818
08/23/2019,644818
08/16/2019,644818
08/9/2019,644818
08/2/2019,644818
07/26/2019,644818
07/19/2019,644818
07/12/2019,644818
07/5/2019,644818
06/28/2019,644818
06/21/2019,644818
06/14/2019,644818
06/7/2019,644818
05/31/2019,644818
05/24/2019,644818
05/17/2019,644818
05/10/2019,645953
05/3/2019,647717
04/26/2019,648587
04/19/2019,649126
04/12/2019,649126
04/5/2019,649126
03/29/2019,649126
03/22/2019,649126
03/15/2019,649126
03/8/2019,649126
03/1/2019,649126
02/22/2019,649139
02/15/2019,649139
02/8/2019,649139
02/1/2019,649139
01/25/2019,649139
01/18/2019,649139
01/11/2019,649139
01/4/2019,649139
12/28/2018,649139
12/21/2018,649139
12/14/2018,649137
12/7/2018,649563
11/30/2018,649561
11/23/2018,650564
11/16/2018,652569
11/9/2018,653329
11/2/2018,654700
10/26/2018,654935
10/19/2018,656476
10/12/2018,657634
10/5/2018,658704
09/28/2018,660010
09/21/2018,660010
09/14/2018,660010
09/7/2018,660011
08/31/2018,660012
08/24/2018,660012
08/17/2018,660012
08/10/2018,660013
08/3/2018,660013
07/27/2018,660014
07/20/2018,660014
07/13/2018,660014
07/6/2018,660015
06/29/2018,660016
06/22/2018,660016
06/15/2018,660016
06/8/2018,660168
06/1/2018,660168
05/25/2018,660777
05/18/2018,661336
05/11/2018,662037
05/4/2018,663557
04/27/2018,664266
04/20/2018,664718
04/13/2018,665456
04/6/2018,665456
03/30/2018,665456
03/23/2018,665458
03/16/2018,665458
03/9/2018,665458
03/2/2018,665458
02/23/2018,665281
02/16/2018,664872
02/9/2018,665568
02/2/2018,665148
01/26/2018,664686
01/19/2018,664454
01/12/2018,664218
01/5/2018,663747
12/29/2017,663748
12/22/2017,663392
12/15/2017,663294
12/8/2017,662911
12/1/2017,662663
11/24/2017,665111
11/17/2017,667475
11/10/2017,669200
11/3/2017,669906
10/27/2017,670587
10/20/2017,671377
10/13/2017,671691
10/6/2017,672449
09/29/2017,673649
09/22/2017,674601
09/15/2017,675397
09/8/2017,677007
09/1/2017,678600
08/25/2017,678880
08/18/2017,678883
08/11/2017,678883
08/4/2017,678883
07/28/2017,678884
07/21/2017,678885
07/14/2017,678885
07/7/2017,678887
06/30/2017,682037
06/23/2017,682436
06/16/2017,683842
06/9/2017,684625
06/2/2017,685026
05/26/2017,686682
05/19/2017,687661
05/12/2017,688059
05/5/2017,688787
04/28/2017,689338
04/21/2017,690810
04/14/2017,691311
04/7/2017,691510
03/31/2017,692135
03/24/2017,692659
03/17/2017,693383
03/10/2017,694009
03/3/2017,694825
02/24/2017,695076
02/17/2017,695078
02/10/2017,695078
02/3/2017,695078
01/27/2017,695079
01/20/2017,695081
01/13/2017,695081
01/6/2017,695082
12/30/2016,695082
12/23/2016,695082
12/16/2016,695083
12/9/2016,695084
12/2/2016,695084
11/25/2016,695085
11/18/2016,695086
11/11/2016,695087
11/4/2016,695087
10/28/2016,695088
10/21/2016,695089
10/14/2016,695089
10/7/2016,695090
09/30/2016,695091
09/23/2016,695092
09/16/2016,695092
09/9/2016,695093
09/2/2016,695093
08/26/2016,695094
08/19/2016,695095
08/12/2016,695096
08/5/2016,695096
07/29/2016,695099
07/22/2016,695099
07/15/2016,695099
07/8/2016,695100
07/1/2016,695102
06/24/2016,695104
06/17/2016,695104
06/10/2016,695104
06/3/2016,695104
05/27/2016,695106
05/20/2016,695106
05/13/2016,695107
05/6/2016,695107
04/29/2016,695108
04/22/2016,695111
04/15/2016,695112
04/8/2016,695112
04/1/2016,695112
03/25/2016,695112
03/18/2016,695114
03/11/2016,695114
03/4/2016,695112
02/26/2016,695115
02/19/2016,695115
02/12/2016,695116
02/5/2016,695116
01/29/2016,695117
01/22/2016,695118
01/15/2016,695118
01/8/2016,695119
01/1/2016,695120
12/25/2015,695120
12/18/2015,695123
12/11/2015,695123
12/4/2015,695123
11/27/2015,695125
11/20/2015,695125
11/13/2015,695126
11/6/2015,695126
10/30/2015,695127
10/23/2015,695127
10/16/2015,695127
10/9/2015,695128
10/2/2015,695128
09/25/2015,695128
09/18/2015,695130
09/11/2015,695130
09/4/2015,695130
08/28/2015,695133
08/21/2015,695133
08/14/2015,695133
08/7/2015,695134
07/31/2015,695134
07/24/2015,695134
07/17/2015,695135
07/10/2015,694622
07/3/2015,694223
06/26/2015,693692
06/19/2015,693294
06/12/2015,692944
06/5/2015,692345
05/29/2015,692346
05/22/2015,691847
05/15/2015,691260
05/8/2015,690947
05/1/2015,690948
04/24/2015,690948
04/17/2015,690950
04/10/2015,690950
04/3/2015,690952
03/27/2015,690952
03/20/2015,690952
03/13/2015,690953
03/6/2015,690953
02/27/2015,690955
02/20/2015,690955
02/13/2015,690955
02/6/2015,690956
01/30/2015,690957
01/23/2015,690957
01/16/2015,690958
01/9/2015,690959
01/2/2015,690961
12/26/2014,690963
12/19/2014,690963
12/12/2014,690963
12/5/2014,690963
11/28/2014,690965
11/21/2014,690966
11/14/2014,690966
11/7/2014,690966
10/31/2014,690967
10/24/2014,690967
10/17/2014,690968
10/10/2014,690968
10/3/2014,690969
09/26/2014,690970
09/19/2014,690972
09/12/2014,690972
09/5/2014,690972
08/29/2014,690972
08/22/2014,690972
08/15/2014,690972
08/8/2014,690972
08/1/2014,690972
07/25/2014,690972
07/18/2014,690972
07/11/2014,690972
07/4/2014,690972
06/27/2014,690972
06/20/2014,690972
06/13/2014,690972
06/6/2014,690971
05/30/2014,690971
05/23/2014,690971
05/16/2014,690971
05/9/2014,691520
05/2/2014,692864
04/25/2014,693613
04/18/2014,694568
04/11/2014,695106
04/4/2014,695729
03/28/2014,695969
03/21/2014,695969
03/14/2014,695969
03/7/2014,695969
02/28/2014,695969
02/21/2014,695969
02/14/2014,695969
02/7/2014,695969
01/31/2014,695969
01/24/2014,695969
01/17/2014,695969
01/10/2014,695969
01/3/2014,695969
12/27/2013,695969
12/20/2013,695969
12/13/2013,695969
12/6/2013,695969
11/29/2013,695969
11/22/2013,695969
11/15/2013,695969
11/8/2013,695969
11/1/2013,695969
10/25/2013,695969
10/18/2013,695969
10/11/2013,695969
10/4/2013,695969
09/27/2013,695969
09/20/2013,695969
09/13/2013,695969
09/6/2013,695969
08/30/2013,695969
08/23/2013,695969
08/16/2013,695969
08/9/2013,695969
08/2/2013,695969
07/26/2013,695969
07/19/2013,695969
07/12/2013,695969
07/5/2013,695969
06/28/2013,695969
06/21/2013,695969
06/14/2013,695969
06/7/2013,695969
05/31/2013,695969
05/24/2013,695969
05/17/2013,695969
05/10/2013,695969
05/3/2013,695969
04/26/2013,695969
04/19/2013,695969
04/12/2013,695969
04/5/2013,695969
03/29/2013,695969
03/22/2013,695969
03/15/2013,695969
03/8/2013,695969
03/1/2013,695969
02/22/2013,695969
02/15/2013,695969
02/8/2013,695969
02/1/2013,695807
01/25/2013,695460
01/18/2013,695267
01/11/2013,695267
01/4/2013,694952
12/28/2012,694952
12/21/2012,694952
12/14/2012,694952
12/7/2012,694952
11/30/2012,694952
11/23/2012,694952
11/16/2012,694952
11/9/2012,694952
11/2/2012,694952
10/26/2012,694952
10/19/2012,694952
10/12/2012,694952
10/5/2012,694952
09/28/2012,694952
09/21/2012,694952
09/14/2012,694952
09/7/2012,694950
08/31/2012,695950
08/24/2012,695950
08/17/2012,695950
08/10/2012,695950
08/3/2012,695950
07/27/2012,695950
07/20/2012,695951
07/13/2012,695951
07/6/2012,695951
06/29/2012,695951
06/22/2012,695951
06/15/2012,695951
06/8/2012,695951
06/1/2012,695951
05/25/2012,695951
05/18/2012,695951
05/11/2012,695951
05/4/2012,695951
04/27/2012,695951
04/20/2012,695951
04/13/2012,695951
04/6/2012,695951
03/30/2012,695951
03/23/2012,695951
03/16/2012,695951
03/9/2012,695951
03/2/2012,695951
02/24/2012,695951
02/17/2012,695951
02/10/2012,695951
02/3/2012,695951
01/27/2012,695951
01/20/2012,695951
01/13/2012,695951
01/6/2012,695951
12/30/2011,695951
12/23/2011,695951
12/16/2011,695951
12/9/2011,695951
12/2/2011,695951
11/25/2011,695951
11/18/2011,695951
11/11/2011,695950
11/4/2011,695951
10/28/2011,695951
10/21/2011,695951
10/14/2011,695951
10/7/2011,695956
09/30/2011,695953
09/23/2011,695953
09/16/2011,695939
09/9/2011,695939
09/2/2011,696939
08/26/2011,701825
08/19/2011,706551
08/12/2011,711353
08/5/2011,717267
07/29/2011,719761
07/22/2011,724263
07/15/2011,726531
07/8/2011,726531
07/1/2011,726531
06/24/2011,726531
06/17/2011,726531
06/10/2011,726542
06/3/2011,726542
05/27/2011,726542
05/20/2011,726542
05/13/2011,726542
05/6/2011,726542
04/29/2011,726542
04/22/2011,726542
04/15/2011,726542
04/8/2011,726542
04/1/2011,726542
03/25/2011,726542
03/18/2011,726542
03/11/2011,726542
03/4/2011,726542
02/25/2011,726543
02/18/2011,726543
02/11/2011,726543
02/4/2011,726544
01/28/2011,726544
01/21/2011,726544
01/14/2011,726544
01/7/2011,726545
12/31/2010,726546
12/24/2010,726546
12/17/2010,726546
12/10/2010,726548
12/3/2010,726548
11/26/2010,726548
11/19/2010,726549
11/12/2010,726550
11/5/2010,726550
10/29/2010,726552
10/22/2010,726552
10/15/2010,726511
10/8/2010,726513
10/1/2010,726350
09/24/2010,726350
09/17/2010,726177
09/10/2010,726581
09/3/2010,726581
08/27/2010,726583
08/20/2010,726584
08/13/2010,726586
08/6/2010,726586
07/30/2010,726589
07/23/2010,726589
07/16/2010,726591
07/9/2010,726591
07/2/2010,726591
06/25/2010,726592
06/18/2010,726594
06/11/2010,726594
06/4/2010,726595
05/28/2010,726595
05/21/2010,726597
05/14/2010,726597
05/7/2010,726599
04/30/2010,726601
04/23/2010,726601
04/16/2010,726602
04/9/2010,726604
04/2/2010,726606
03/26/2010,726607
03/19/2010,726607
03/12/2010,726608
03/5/2010,726608
02/26/2010,726610
02/19/2010,726612
02/12/2010,726612
02/5/2010,726612
01/29/2010,726615
01/22/2010,726615
01/15/2010,726616
01/8/2010,726616
01/1/2010,726617
12/25/2009,726127
12/18/2009,726128
12/11/2009,726129
12/4/2009,726129
11/27/2009,725603
11/20/2009,725080
11/13/2009,725081
11/6/2009,725081
10/30/2009,725082
10/23/2009,725082
10/16/2009,725084
10/9/2009,725086
10/2/2009,725086
09/25/2009,725087
09/18/2009,725089
09/11/2009,724591
09/4/2009,724092
08/28/2009,724092
08/21/2009,724093
08/14/2009,724093
08/7/2009,724094
07/31/2009,724096
07/24/2009,724096
07/17/2009,724097
07/10/2009,724098
07/3/2009,723418
06/26/2009,723419
06/19/2009,722780
06/12/2009,722285
06/5/2009,721700
05/29/2009,721700
05/22/2009,721616
05/15/2009,720331
05/8/2009,719592
05/1/2009,718737
04/24/2009,716673
04/17/2009,715448
04/10/2009,714150
04/3/2009,712887
03/27/2009,711015
03/20/2009,709343
03/13/2009,707496
03/6/2009,705695
02/27/2009,704903
02/20/2009,704171
02/13/2009,703942
02/6/2009,703843
01/30/2009,703519
01/23/2009,702796
01/16/2009,702063
01/9/2009,701890
01/2/2009,701824
12/26/2008,701824
12/19/2008,701826
12/12/2008,701828
12/5/2008,701828
11/28/2008,701830
11/21/2008,701830
11/14/2008,701830
11/7/2008,701831
10/31/2008,701833
10/24/2008,701833
10/17/2008,701887
10/10/2008,702134
10/3/2008,702414
09/26/2008,704414
09/19/2008,705789
09/12/2008,707212
09/5/2008,707213
08/29/2008,707213
08/22/2008,707213
08/15/2008,707214
08/8/2008,707215
08/1/2008,706815
07/25/2008,706300
07/18/2008,706184
07/11/2008,706068
07/4/2008,705956
06/27/2008,705823
06/20/2008,704846
06/13/2008,704744
06/6/2008,704253
05/30/2008,704102
05/23/2008,703289
05/16/2008,702650
05/9/2008,701992
05/2/2008,701331
04/25/2008,701339
04/18/2008,701132
04/11/2008,701013
04/4/2008,700372
03/28/2008,699750
03/21/2008,699503
03/14/2008,699504
03/7/2008,698822
02/29/2008,698711
02/22/2008,698577
02/15/2008,698349
02/8/2008,698349
02/1/2008,698254
01/25/2008,698145
01/18/2008,698146
01/11/2008,698069
01/4/2008,696549
12/28/2007,696375
12/21/2007,695501
12/14/2007,695600
12/7/2007,695503
11/30/2007,695409
11/23/2007,694773
11/16/2007,694773
11/9/2007,694680
11/2/2007,694035
10/26/2007,693943
10/19/2007,693851
10/12/2007,693305
10/5/2007,692803
09/28/2007,692804
09/21/2007,692541
09/14/2007,690912
09/7/2007,690437
08/31/2007,690271
08/24/2007,690271
08/17/2007,690270
08/10/2007,690270
08/3/2007,690270
07/27/2007,690270
07/20/2007,690270
07/13/2007,690270
07/6/2007,690270
06/29/2007,690270
06/22/2007,690270
06/15/2007,690270
06/8/2007,690270
06/1/2007,690270
05/25/2007,689988
05/18/2007,689691
05/11/2007,689609
05/4/2007,689477
04/27/2007,689313
04/20/2007,689025
04/13/2007,688915
04/6/2007,688661
03/30/2007,688603
03/23/2007,688603
03/16/2007,688604
03/9/2007,688604
03/2/2007,688604
02/23/2007,688605
02/16/2007,688605
02/9/2007,688605
02/2/2007,688605
01/26/2007,688605
01/19/2007,688605
01/12/2007,688605
01/5/2007,688605
12/29/2006,688605
12/22/2006,688605
12/15/2006,688605
12/8/2006,688605
12/1/2006,688605
11/24/2006,688605
11/17/2006,688605
11/10/2006,688605
11/3/2006,688515
10/27/2006,688438
10/20/2006,688195
10/13/2006,687926
10/6/2006,687927
09/29/2006,687838
09/22/2006,687838
09/15/2006,687839
09/8/2006,687840
09/1/2006,687842
08/25/2006,687842
08/18/2006,687843
08/11/2006,687845
08/4/2006,687845
07/28/2006,687846
07/21/2006,687847
07/14/2006,687847
07/7/2006,687848
06/30/2006,688598
06/23/2006,688598
06/16/2006,688599
06/9/2006,688597
06/2/2006,688598
05/26/2006,688598
05/19/2006,688599
05/12/2006,688599
05/5/2006,688057
04/28/2006,687614
04/21/2006,687116
04/14/2006,686896
04/7/2006,686457
03/31/2006,686300
03/24/2006,685700
03/17/2006,685200
03/10/2006,684800
03/3/2006,684800
02/24/2006,684600
02/17/2006,684300
02/10/2006,683900
02/3/2006,683900
01/27/2006,683700
01/20/2006,684496
01/13/2006,684300
01/6/2006,684300
12/30/2005,684600
12/23/2005,685100
12/16/2005,685100
12/9/2005,685600
12/2/2005,685600
11/25/2005,685100
11/18/2005,684400
11/11/2005,684700
11/4/2005,684500
10/28/2005,685200
10/21/2005,687100
10/14/2005,688700
10/7/2005,690520
09/30/2005,693250
09/23/2005,695500
09/16/2005,696464
09/9/2005,699200
09/2/2005,700500
08/26/2005,700500
08/19/2005,700231
08/12/2005,699756
08/5/2005,698933
07/29/2005,698205
07/22/2005,698000
07/15/2005,697484
07/8/2005,697000
07/1/2005,696300
06/24/2005,695800
06/17/2005,695563
06/10/2005,694935
06/3/2005,693939
05/27/2005,693295
05/20/2005,692909
05/13/2005,692467
05/6/2005,692012
04/29/2005,691215
04/22/2005,690740
04/15/2005,689804
04/8/2005,688751
04/1/2005,687500
03/25/2005,686878
03/18/2005,685368
03/11/2005,683657
03/4/2005,682015
02/25/2005,681513
02/18/2005,681059
02/11/2005,680515
02/4/2005,679675
01/28/2005,678627
01/21/2005,677618
01/14/2005,676460
01/7/2005,675606
12/31/2004,674000
12/24/2004,673606
12/17/2004,673606
12/10/2004,673234
12/3/2004,672772
11/26/2004,671247
11/19/2004,671247
11/12/2004,671248
11/5/2004,670323
10/29/2004,669715
10/22/2004,669595
10/15/2004,668949
10/8/2004,669200
10/1/2004,670150
09/24/2004,670442
09/17/2004,669857
09/10/2004,669301
09/3/2004,669003
08/27/2004,668516
08/20/2004,667208
08/13/2004,666182
08/6/2004,665670
07/30/2004,664516
07/23/2004,663967
07/16/2004,662873
07/9/2004,662876
07/2/2004,662380
06/25/2004,662380
06/18/2004,661339
06/11/2004,661339
06/4/2004,661343
05/28/2004,660346
05/21/2004,659480
05/14/2004,659331
05/7/2004,659033
04/30/2004,657588
04/23/2004,656502
04/16/2004,654312
04/9/2004,652985
04/2/2004,652143
03/26/2004,650882
03/19/2004,649569
03/12/2004,648200
03/5/2004,647542
02/27/2004,646581
02/20/2004,645327
02/13/2004,643444
02/6/2004,641855
01/30/2004,641063
01/23/2004,640462
01/16/2004,639586
01/9/2004,639277
01/2/2004,638232
12/26/2003,636355
12/19/2003,635658
12/12/2003,634700
12/5/2003,634179
11/28/2003,633380
11/21/2003,632635
11/14/2003,632222
11/7/2003,631209
10/31/2003,629986
10/24/2003,628750
10/17/2003,627093
10/10/2003,625686
10/3/2003,623805
09/26/2003,622000
09/19/2003,621367
09/12/2003,620228
09/5/2003,618456
08/29/2003,616993
08/22/2003,615926
08/15/2003,612700
08/8/2003,612562
08/1/2003,612413
07/25/2003,610700
07/18/2003,610000
07/11/2003,609300
07/4/2003,608692
06/27/2003,607327
06/20/2003,605532
06/13/2003,605234
06/6/2003,603975
05/30/2003,602527
05/23/2003,601602
05/16/2003,601080
05/9/2003,600390
05/2/2003,599585
04/25/2003,599448
04/18/2003,599448
04/11/2003,599448
04/4/2003,599247
03/28/2003,599247
03/21/2003,599247
03/14/2003,599247
03/7/2003,599247
02/28/2003,599247
